Probe Set	Identifier	FirstOfLocuslink	FirstOfName	FirstOfFunction	Description							
270379	NM_030807.2	66035	SLC2A11		SLC2A11							
610133	NM_030807.2	66035	SLC2A11		SLC2A11							
7380064	XM_934514.1	644714	LOC644714		LOC644714							
1990538	NM_022789.2	64806	IL25		IL25							
2970736	NM_001082967.1	25817	FAM19A5		FAM19A5							
4200059	AV717271		HS.581319		HS.581319							
4060035	NM_181308.1	91833	WDR20		WDR20							
2690154	BQ028043		HS.302412		HS.302412							
10767	NM_001080420.1	85358	SHANK3		SHANK3							
1170301	NM_001080420.1	85358	SHANK3		SHANK3							
5670465	NM_001124.1	133	ADM		ADM							
5960520	NM_021819.2	79748	LMAN1L		LMAN1L							
7200524	NM_020070.2	3543	IGLL1		IGLL1							
4730747	NM_020070.2	3543	IGLL1		IGLL1							
3140139	NM_006158.2	4747	NEFL		NEFL							
4670671	NM_016361.2	51205	ACP6		ACP6							
7560288	NM_173475.1	123879	DCUN1D3		DCUN1D3							
6940706	AW661821		HS.259350		HS.259350							
3420414	NM_033127.2	89866	SEC16B		SEC16B							
620484	NM_012452.2	23495	TNFRSF13B		TNFRSF13B							
5390100	NM_002161.3	3376	IARS		IARS							
4880561	NM_012111.1	10598	AHSA1		AHSA1							
6420646	NM_004758.1	9256	BZRAP1		BZRAP1							
7330537	NM_032664.3	84750	FUT10		FUT10							
1500328	NM_032664.3	84750	FUT10		FUT10							
5390121	NM_024307.2	79153	GDPD3		GDPD3							
4480411	AW770411		HS.158985		HS.158985							
6370196	NM_016491.2	51253	MRPL37		MRPL37							
110465	AA640682		HS.538010		HS.538010							
6350224	XM_944322.1	650668	LOC650668		LOC650668							
6620113	BX392612		HS.556528		HS.556528							
3400088	NM_014593.2	30827	CXXC1		CXXC1							
1580048	NM_001042443.1	831	CAST		CAST							
5220020	XM_944620.1	651371	LOC651371		LOC651371							
3940008	NM_001381.2	1796	DOK1		DOK1							
3890424	NM_019839.2	56413	LTB4R2		LTB4R2							
6200600	NM_015687.2	27145	FILIP1		FILIP1							
2340193	NM_182507.2	144501	KRT80		KRT80							
4830520	NM_182507.2	144501	KRT80		KRT80							
3400452	BQ774050		HS.563768		HS.563768							
1990653	NM_006405.5	10548	TM9SF1		TM9SF1							
510014	BF514696		HS.566801		HS.566801							
4860056	XM_942010.1	650098	LOC650098		LOC650098							
4210193	NM_007078.2	11155	LDB3		LDB3							
3170301	NM_031918.1	83855	KLF16		KLF16							
5890762	NM_002465.2	4604	MYBPC1		MYBPC1							
3850255	NM_080752.2	140831	ZSWIM3		ZSWIM3							
2480482	NM_080752.2	140831	ZSWIM3		ZSWIM3							
1090040	XM_925934.2	441662	LOC441662		LOC441662							
840131	NM_022834.3	64856	VWA1		VWA1							
3830100	NM_022834.3	64856	VWA1		VWA1							
2100717	NM_022834.3	64856	VWA1		VWA1							
6040270	NM_005059.2	6019	RLN2		RLN2							
5860041	NM_000948.3	5617	PRL		PRL							
6480088	NM_007260.2	11313	LYPLA2		LYPLA2							
5690615	XM_062872.5	121952	LOC121952		LOC121952							
3420427	XM_944884.1	654161	LOC654161		LOC654161							
4810626	CA312602		HS.543510		HS.543510							
7210022	NM_138994.3	85445	CNTNAP4		CNTNAP4							
5820224	NM_138994.3	85445	CNTNAP4		CNTNAP4							
2640703	NM_019066.3	54551	MAGEL2		MAGEL2							
940707	NM_018939.2	56130	PCDHB6		PCDHB6							
610592	NM_021116.1	107	ADCY1		ADCY1							
580561	NM_021116.1	107	ADCY1		ADCY1							
3440482	AI126448		HS.543358		HS.543358							
4830424	NM_013262.3	29116	MYLIP		MYLIP							
2360341	NM_080870.2	135656	DPCR1		DPCR1							
290403	XM_928361.1	645325	LOC645325		LOC645325							
3460196	NM_014191.1	6334	SCN8A		SCN8A							
5490543	XM_926202.1	642787	LOC642787		LOC642787							
3130730	AW590486		HS.538779		HS.538779							
2140202	NM_020711.1	57471	ERMN		ERMN							
1230403	NM_213613.2	10861	SLC26A1		SLC26A1							
7040278	NM_004583.2	5878	RAB5C		RAB5C							
6510575	AK056398		HS.434128		HS.434128							
1570747	NM_001004432.1	339398	LINGO4		LINGO4							
4670180	NM_197960.1	54878	DPP8		DPP8							
3890678	NM_145655.3	2651	GCNT2		GCNT2							
7570114	AI640547		HS.521210		HS.521210							
7560450	NM_002054.2	2641	GCG		GCG							
3800463	NM_018344.3	55315	SLC29A3		SLC29A3							
5290435	BE869762		HS.122011		HS.122011							
6960044	NM_001005203.2	341568	OR8S1		OR8S1							
50220	NM_001474.1	2576	GAGE4		GAGE4							
1990519	NM_001474.1	2576	GAGE4		GAGE4							
7330328	CA844337		HS.443198		HS.443198							
4010162	NM_000911.3	4985	OPRD1		OPRD1							
2030075	BE999983		HS.554638		HS.554638							
1030630	NM_003711.2	8611	PPAP2A		PPAP2A							
4540619	NM_016267.2	51442	VGLL1		VGLL1							
4010446	NM_153033.1	154881	KCTD7		KCTD7							
6200687	AA827066		HS.538716		HS.538716							
4640156	BM716814		HS.564256		HS.564256							
1300332	NM_153012.1	8742	TNFSF12		TNFSF12							
7150192	XM_001130080.1	643883	LOC643883		LOC643883							
5310048	NM_012433.2	23451	SF3B1		SF3B1							
4590500	AI241852		HS.510638		HS.510638							
1450739	XM_930260.1	647219	LOC647219		LOC647219							
7330551	NM_007265.1	11319	ECD		ECD							
1450523	NM_007265.1	11319	ECD		ECD							
7210468	NM_000844.2	2917	GRM7		GRM7							
2750433	BQ007443		HS.516741		HS.516741							
7210259	NM_022662.2	64682	ANAPC1		ANAPC1							
730647	NM_022662.2	64682	ANAPC1		ANAPC1							
3890373	NM_000211.2	3689	ITGB2		ITGB2							
7160494	NM_000579.3	1234	CCR5		CCR5							
7650349	NM_199005.1	387328	ZNF322B		ZNF322B							
5550437	NM_000686.4	186	AGTR2		AGTR2							
1820592	NM_003516.2	8337	HIST2H2AA3		HIST2H2AA3							
610451	NM_003516.2	8337	HIST2H2AA3		HIST2H2AA3							
5220142	NM_005569.3	3985	LIMK2		LIMK2							
3440181	NM_024942.2	80007	C10ORF88		C10ORF88							
1710068	XM_945481.1	284800	C20ORF91		C20ORF91							
2600474	XM_931212.1	642985	LOC642985		LOC642985							
4480543	NM_001017388.1	81793	TLR10		TLR10							
20142	NM_005717.2	10092	ARPC5		ARPC5							
2190307	XM_938830.1	648309	LOC648309		LOC648309							
830195	NM_018558.1	55879	GABRQ		GABRQ							
4210719	NM_006982.1	8092	CART1		CART1							
6370193	DA709775		HS.539734		HS.539734							
7650639	NM_000747.2	1140	CHRNB1		CHRNB1							
4810739	NM_001079842.1	54940	OCIAD1		OCIAD1							
6200056	NM_001013669.1	400145	LOC400145		LOC400145							
4260097	NM_001034852.1	64093	SMOC1		SMOC1							
840008	NM_001034852.1	64093	SMOC1		SMOC1							
1050008	NM_007351.2	22915	MMRN1		MMRN1							
4730746	NM_007365.2	11240	PADI2		PADI2							
1050328	BE440131		HS.566738		HS.566738							
5690402	NM_004898.2	9575	CLOCK		CLOCK							
2260086	XM_944120.1	650251	LOC650251		LOC650251							
6060592	NM_006496.1	2773	GNAI3		GNAI3							
6400471	BQ429173		HS.563568		HS.563568							
3460075	BG182871		HS.129355		HS.129355							
2320070	BM672350		HS.566805		HS.566805							
6250437	XM_374275.2	389671	LOC389671		LOC389671							
5900482	NM_002129.2	3148	HMGB2		HMGB2							
7610537	NM_002129.2	3148	HMGB2		HMGB2							
6180082	NM_001038704.1	284083	C17ORF47		C17ORF47							
5890367	NM_001038704.1	284083	C17ORF47		C17ORF47							
5260056	NM_152310.1	83401	ELOVL3		ELOVL3							
6220221	NM_018229.2	55745	C14ORF108		C14ORF108							
2030709	NM_000371.1	7276	TTR		TTR							
3460402	AA730145		HS.542258		HS.542258							
5080707	BC044856		HS.434413		HS.434413							
4290154	NM_052902.2	114790	STK11IP		STK11IP							
4280543	NM_001024682.1	283755	LOC283755		LOC283755							
6560291	NM_018099.3	55711	FAR2		FAR2							
2680524	XM_941281.1	649853	LOC649853		LOC649853							
6770221	XM_926590.2	653240	LOC653240		LOC653240							
3130132	XM_942439.1	654260	LOC654260		LOC654260							
620482	XM_933979.1	646863	LOC646863		LOC646863							
5720687	NM_000842.1	2915	GRM5		GRM5							
630010	NM_054014.1	2280	FKBP1A		FKBP1A							
270292	NM_054014.1	2280	FKBP1A		FKBP1A							
1940504	NM_054014.1	2280	FKBP1A		FKBP1A							
670528	NM_004130.2	2992	GYG1		GYG1							
360168	NM_153497.2	10454	MAP3K7IP1		MAP3K7IP1							
2760343	NM_153497.2	10454	MAP3K7IP1		MAP3K7IP1							
2570382	AA398097		HS.97675		HS.97675							
6060445	XM_933557.1	196515	FLJ30092		FLJ30092							
3610014	NM_152336.1	123624	FLJ32310		FLJ32310							
4050259	NM_001012414.1	391712	TRIM61		TRIM61							
4880138	NM_000905.2	4852	NPY		NPY							
3440184	NM_178008.1	90627	STARD13		STARD13							
4570747	NM_152319.2	121273	C12ORF54		C12ORF54							
4220025	AI130697		HS.435121		HS.435121							
1440132	BG191687		HS.333728		HS.333728							
650040	NM_178272.1	29992	PILRA		PILRA							
6400070	NM_001002036.2	431705	ASTL		ASTL							
5670059	NM_007243.1	11270	NRM		NRM							
2230717	AI221901		HS.518011		HS.518011							
7510603	NM_001079534.1	64506	CPEB1		CPEB1							
4900592	NM_001079534.1	64506	CPEB1		CPEB1							
2120368	NM_181661.2	157680	VPS13B		VPS13B							
2640619	NM_003430.2	7644	ZNF91		ZNF91							
1660347	AW629476		HS.543263		HS.543263							
1500347	NM_017638.1	54797	MED18		MED18							
4880152	XM_927976.1	644891	LOC644891		LOC644891							
4830300	DR980387		HS.582914		HS.582914							
1660743	XM_945171.1	652051	LOC652051		LOC652051							
5720411	XM_942925.1	647666	LOC647666		LOC647666							
830056	NM_004496.2	3169	FOXA1		FOXA1							
6590653	NM_001005169.1	390037	OR52I1		OR52I1							
6220242	NM_001985.2	2109	ETFB		ETFB							
1400576	NM_005355.3	3834	KIF25		KIF25							
6550739	AW135919		HS.576698		HS.576698							
2480707	AA725270		HS.570446		HS.570446							
3460204	AI420865		HS.541901		HS.541901							
3870020	NM_153320.2	10864	SLC22A7		SLC22A7							
2600392	NM_001042426.1	1058	CENPA		CENPA							
4760577	NM_001042426.1	1058	CENPA		CENPA							
70097	CR736855		HS.49962		HS.49962							
7510017	BI755896		HS.551860		HS.551860							
2810382	NM_005402.2	5898	RALA		RALA							
2690463	NM_016596.3	51564	HDAC7A		HDAC7A							
3830356	XM_001128517.1	728601	LOC728601		LOC728601							
7100615	NM_001042472.1	26090	ABHD12		ABHD12							
7610382	NM_001042472.1	26090	ABHD12		ABHD12							
3610653	NM_001003827.1	53840	TRIM34		TRIM34							
2350414	NM_001003827.1	53840	TRIM34		TRIM34							
6270669	BF514038		HS.563729		HS.563729							
6250168	CR740207		HS.549784		HS.549784							
7550309	NM_207328.1	150763	LOC150763		LOC150763							
6480152	NM_133510.2	5890	RAD51L1		RAD51L1							
4250403	NM_001013673.1	400707	LOC400707		LOC400707							
630086	NM_199342.1	374969	CCDC23		CCDC23							
2850278	XM_928960.2	646000	AMAC1L1		AMAC1L1							
4860102	NM_001472.2	2574	GAGE2C		GAGE2C							
3990280	AW665951		HS.542864		HS.542864							
6100441	NM_004697.3	9128	PRPF4		PRPF4							
2470333	NM_004865.2	9519	TBPL1		TBPL1							
2360673	NM_001007024.1	9527	GOSR1		GOSR1							
4120286	AW452296		HS.565582		HS.565582							
7150053	NM_001231.3	844	CASQ1		CASQ1							
1260017	NM_054025.1	27087	B3GAT1		B3GAT1							
840377	NM_007226.1	11249	NXPH2		NXPH2							
6040008	NM_003930.3	8935	SKAP2		SKAP2							
7160360	NM_003930.3	8935	SKAP2		SKAP2							
6580754	NM_177526.1	8612	PPAP2C		PPAP2C							
4250626	NM_177526.1	8612	PPAP2C		PPAP2C							
7560048	NM_014034.1	25842	ASF1A		ASF1A							
1990674	NM_007172.3	10762	NUP50		NUP50							
6560088	NM_020685.3	57415	C3ORF14		C3ORF14							
6650079	NM_020685.3	57415	C3ORF14		C3ORF14							
4390615	NM_001030011.1	23596	OPN3		OPN3							
3420576	XM_001132706.1	79058	ASPSCR1		ASPSCR1							
1850307	XM_001132706.1	79058	ASPSCR1		ASPSCR1							
6380180	BG211867		HS.147826		HS.147826							
7100475	BX383912		HS.541066		HS.541066							
2340152	NR_002212.1	440672	NUDT4P1		NUDT4P1							
4210521	NR_002212.1	440672	NUDT4P1		NUDT4P1							
4640605	CD244691		HS.543656		HS.543656							
610102	XM_929830.1	646871	LOC646871		LOC646871							
6550528	NM_000240.2	4128	MAOA		MAOA							
5960079	BX537506		HS.374257		HS.374257							
460750	NM_024065.3	79031	PDCL3		PDCL3							
3870646	NM_024065.3	79031	PDCL3		PDCL3							
4230674	NM_003505.1	8321	FZD1		FZD1							
3520066	NM_003505.1	8321	FZD1		FZD1							
290750	NM_001017373.1	154075	SAMD3		SAMD3							
6560204	NM_181558.2	5983	RFC3		RFC3							
2640609	XM_932787.1	645282	LOC645282		LOC645282							
510474	NM_030579.2	80777	CYB5B		CYB5B							
5700373	NM_004237.2	9319	TRIP13		TRIP13							
1780634	XM_930402.1	644122	LOC644122		LOC644122							
2570630	AW969843		HS.161915		HS.161915							
6110064	DB081306		HS.571157		HS.571157							
1090468	NM_144716.2	151903	CCDC12		CCDC12							
3360564	AI821496		HS.444475		HS.444475							
7610241	XM_937458.1	648408	LOC648408		LOC648408							
3450053	XM_936978.1	7695	ZNF136		ZNF136							
7100326	NM_022089.1	23400	ATP13A2		ATP13A2							
2750746	NM_015984.2	51377	UCHL5		UCHL5							
4900170	NM_004489.4	2874	GPS2		GPS2							
1300204	BM913057		HS.269091		HS.269091							
6330754	NM_017582.5	55585	UBE2Q1		UBE2Q1							
1470682	BM666523		HS.574192		HS.574192							
940079	XM_001128901.1	728956	LOC728956		LOC728956							
1090162	NM_001042524.1	728798	FRMPD2L1		FRMPD2L1							
7200187	NM_001042524.1	728798	FRMPD2L1		FRMPD2L1							
4640193	NM_001010875.1	253512	SLC25A30		SLC25A30							
1470242	NM_014142.2	11164	NUDT5		NUDT5							
5080348	NM_052950.2	115825	WDFY2		WDFY2							
1070731	NM_001089591.1	440567	LOC440567		LOC440567							
4060075	NM_003126.2	6708	SPTA1		SPTA1							
10743	NM_018910.2	56141	PCDHA7		PCDHA7							
1820615	NM_018910.2	56141	PCDHA7		PCDHA7							
4850767	CD175577		HS.542835		HS.542835							
3170524	AI242074		HS.123511		HS.123511							
110397	XM_942384.1	652755	LOC652755		LOC652755							
2810180	NM_002336.2	4040	LRP6		LRP6							
1820601	BI224387		HS.123354		HS.123354							
1260091	DA287362		HS.544765		HS.544765							
2640112	NM_144613.4	125965	COX6B2		COX6B2							
7200246	XM_935802.1	653829	LOC653829		LOC653829							
870435	XM_498421.2	645162	LOC645162		LOC645162							
6130324	NM_032131.4	84071	ARMC2		ARMC2							
1940639	AF143323		HS.554217		HS.554217							
6510746	XM_927482.1	644313	LOC644313		LOC644313							
7200692	DB043695		HS.576915		HS.576915							
110450	NM_020246.2	56996	SLC12A9		SLC12A9							
4210725	XM_945036.1	649477	LOC649477		LOC649477							
2490113	NM_020404.2	57124	CD248		CD248							
1010431	NM_001888.2	1428	CRYM		CRYM							
1980608	NM_001888.2	1428	CRYM		CRYM							
1470605	XM_927713.1	644599	LOC644599		LOC644599							
1300601	NM_003033.2	6482	ST3GAL1		ST3GAL1							
6060682	NM_003033.2	6482	ST3GAL1		ST3GAL1							
4610521	XM_946181.2	643008	LOC643008		LOC643008							
7400672	AI972928		HS.519897		HS.519897							
1300577	XM_926345.1	642960	LOC642960		LOC642960							
940543	NM_020200.5	56952	PRTFDC1		PRTFDC1							
1340445	NM_139204.1	54869	EPS8L1		EPS8L1							
1230564	NM_024949.4	80014	WWC2		WWC2							
4670519	NM_001921.2	1635	DCTD		DCTD							
2480612	NM_001921.2	1635	DCTD		DCTD							
2120315	NM_144661.2	143379	C10ORF82		C10ORF82							
4220402	XM_940669.1	651506	LOC651506		LOC651506							
6550270	BQ184051		HS.232535		HS.232535							
5860736	AW592155		HS.576796		HS.576796							
1660521	NM_006945.3	6703	SPRR2D		SPRR2D							
360605	NM_006945.3	6703	SPRR2D		SPRR2D							
3850332	BC068276		HS.508571		HS.508571							
7380097	XM_372111.2	644311	LOC644311		LOC644311							
4560670	XM_937295.1	240	ALOX5		ALOX5							
2760743	NM_001001715.1	10160	FARP1		FARP1							
5220689	NM_001001715.1	10160	FARP1		FARP1							
3290477	XM_928674.1	645660	LOC645660		LOC645660							
6270528	NM_001008910.1	8576	STK16		STK16							
6590086	NM_017569.3	55578	FAM48A		FAM48A							
6840564	BE550617		HS.282207		HS.282207							
1990438	NM_024960.4	80025	PANK2		PANK2							
2320195	NM_005396.3	5408	PNLIPRP2		PNLIPRP2							
1430632	XM_939416.1	650330	LOC650330		LOC650330							
5910209	XM_293903.6	345630	LOC345630		LOC345630							
1090474	NM_000073.1	917	CD3G		CD3G							
3390228	NM_145698.2	91452	ACBD5		ACBD5							
4060435	NM_145698.2	91452	ACBD5		ACBD5							
150156	NM_145698.2	91452	ACBD5		ACBD5							
2070195	NM_003086.2	6621	SNAPC4		SNAPC4							
6370465	AW968764		HS.561885		HS.561885							
2070204	NM_001286.2	1185	CLCN6		CLCN6							
3850136	NM_001286.2	1185	CLCN6		CLCN6							
3420075	NM_001012968.2	139886	SPIN4		SPIN4							
5890332	NM_001039395.1	55064	C9ORF68		C9ORF68							
1430601	NM_014846.3	9897	KIAA0196		KIAA0196							
1030040	CF887519		HS.526859		HS.526859							
1660348	BF511597		HS.565819		HS.565819							
3180156	NM_031282.1	83417	FCRL4		FCRL4							
270039	NM_178582.1	81502	HM13		HM13							
7210110	NM_178582.1	81502	HM13		HM13							
5570661	XM_943329.1	648454	LOC648454		LOC648454							
7510592	XM_932552.2	644976	LOC644976		LOC644976							
7050477	NM_207482.2	401024	FLJ44048		FLJ44048							
5050441	NM_014795.2	9839	ZEB2		ZEB2							
5420133	DB299839		HS.582313		HS.582313							
5870639	NM_014907.1	22844	FRMPD1		FRMPD1							
4120685	AW452764		HS.565535		HS.565535							
1580242	BM678583		HS.566687		HS.566687							
6380181	XM_931730.1	116349	LOC116349		LOC116349							
6480017	BU727048		HS.576957		HS.576957							
3420259	AW151867		HS.542459		HS.542459							
3190047	AA663462		HS.538285		HS.538285							
1400204	NM_001008740.2	127391	TMCO2		TMCO2							
1940601	CF887715		HS.562874		HS.562874							
6110202	XM_934568.1	647247	LOC647247		LOC647247							
6860414	AI085816		HS.547525		HS.547525							
20736	XM_936085.1	642017	LOC642017		LOC642017							
7050300	NM_006887.3	678	ZFP36L2		ZFP36L2							
3360300	XM_936771.1	647711	LOC647711		LOC647711							
5690102	NM_144587.2	118663	BTBD16		BTBD16							
4590066	BC030091		HS.327451		HS.327451							
50435	NM_012062.2	10059	DNM1L		DNM1L							
6350037	NM_012062.2	10059	DNM1L		DNM1L							
2510370	XM_941064.1	654209	LOC654209		LOC654209							
4150044	NM_021120.2	1741	DLG3		DLG3							
1240026	NM_021120.2	1741	DLG3		DLG3							
6580494	NM_021120.2	1741	DLG3		DLG3							
450132	NM_203390.2	389677	RBM12B		RBM12B							
6400594	NR_001435.1	3116	HLA-DPB2		HLA-DPB2							
5490446	NR_001435.1	3116	HLA-DPB2		HLA-DPB2							
1440626	XM_927634.1	644507	LOC644507		LOC644507							
730471	XR_017947.1	84931	FLJ14816		FLJ14816							
840110	NM_031268.4	5170	PDPK1		PDPK1							
5270768	NM_031268.4	5170	PDPK1		PDPK1							
2570343	NM_031268.4	5170	PDPK1		PDPK1							
3310537	BU617089		HS.541161		HS.541161							
4390400	NM_199144.1	7335	UBE2V1		UBE2V1							
6770544	NM_138567.2	90019	SYT8		SYT8							
2570706	AK090843		HS.570505		HS.570505							
2760348	BG216772		HS.543519		HS.543519							
2850647	XM_932165.1	643201	LOC643201		LOC643201							
3400474	NM_002780.3	5672	PSG4		PSG4							
5690681	NM_002780.3	5672	PSG4		PSG4							
4210500	NM_002780.3	5672	PSG4		PSG4							
4010070	BX117225		HS.373571		HS.373571							
4150754	NM_001038633.2	284654	RSPO1		RSPO1							
6020129	NM_001083899.1	51206	GP6		GP6							
5310019	BX102191		HS.303877		HS.303877							
50021	XM_374200.3	389457	LOC389457		LOC389457							
2350678	NM_000188.1	3098	HK1		HK1							
6180735	NM_152355.1	126068	ZNF441		ZNF441							
5820593	NM_018727.5	7442	TRPV1		TRPV1							
4180553	XM_372255.2	389895	LOC389895		LOC389895							
7100050	XM_933174.1	150776	FLJ41352		FLJ41352							
160669	NM_198398.1	51614	ERGIC3		ERGIC3							
6200259	NM_198398.1	51614	ERGIC3		ERGIC3							
4540239	NM_004084.2	1667	DEFA1		DEFA1							
520563	NM_003490.2	8224	SYN3		SYN3							
5420440	NM_001091.2	26	ABP1		ABP1							
